## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,,,
entity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.url,entity.inventory,entity.margin,entity.warehousecode,entity.endesc,entity.esdesc,entity.productType,entity.parentId,entity.visibility,entity.pack,entity.stockStatus,entity.stockQuantity,entity.netContent,entity.material,entity.brand,entity.flavor
2267,Refresco Coca-Cola Sin Azucar 354 ml,"58, 251, 266, 323, 607, 640, 1161",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/163411_3.png,,https://www.coca-colaentuhogar.com/refresco-coca-cola-sin-azucar-354-ml.html,,,,,,configurable,,"Catalog, Search",,,,354 ml,Aluminio,Coca-Cola sin Azucar,Sin Azucar
2270,Refresco Coca-Cola Sin Azucar 354 ml 12 Piezas,"58, 266, 323, 1161",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/163411_4.png,,https://www.coca-colaentuhogar.com/refresco-coca-cola-sin-azucar-354-ml.html,,,"[""ANTIGUA_FEMSA_GT"", ""FEMSA_XELA_GT"", ""guatemala""]",,,simple,2267,Not Visible Individually,12 Latas,In stock,9999,354 ml,Aluminio,Coca-Cola sin Azucar,Sin Azucar
2273,Coca-Cola Ligero 354 ml,"58, 59, 251, 266, 326, 607, 643",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/163359.png,,https://www.coca-colaentuhogar.com/coca-cola-ligero-354-ml.html,,,,,,configurable,,"Catalog, Search",,,,354 ml,Aluminio,Coca-Cola,Ligero
2276,Coca-Cola Ligero 354 ml 12 Pack,"58, 59, 266, 326",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/163359_1.png,,https://www.coca-colaentuhogar.com/coca-cola-ligero-354-ml.html,,,"[""ANTIGUA_FEMSA_GT"", ""FEMSA_XELA_GT"", ""guatemala""]",,,simple,2273,Not Visible Individually,12 Pack,In stock,9999,354 ml,Aluminio,Coca-Cola,Ligero
2279,Coca-Cola + Seagrams 2 L,"58, 59, 251, 266, 275, 320, 347",,https://www.coca-colaentuhogar.com/media/catalog/product/c/o/coccolsha-orig-nor-pet-2l-6pz.png,,https://www.coca-colaentuhogar.com/coca-cola-seagrams-2-l.html,,,"[""ANTIGUA_FEMSA_GT"", ""guatemala""]",,,configurable,,"Catalog, Search",,,0,2 L,PET,Seagrams,Original
2282,Coca-Cola Original 237 ml,"59, 251, 266, 320",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/167937.png,,https://www.coca-colaentuhogar.com/coca-cola-original-237-ml.html,,,,,,configurable,,"Catalog, Search",,,,237 ml,Aluminio,Coca-Cola,Original
2285,Coca-Cola Original 237 ml 12 Pack,"59, 266, 320",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/167937_1.png,,https://www.coca-colaentuhogar.com/coca-cola-original-237-ml.html,,,"[""ANTIGUA_FEMSA_GT"", ""guatemala""]",,,simple,2282,Not Visible Individually,12 Pack,In stock,9999,237 ml,Aluminio,Coca-Cola,Original
2288,Coca-Cola Original 354 ml,"58, 59, 251, 266, 320, 607, 637",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/167968.png,,https://www.coca-colaentuhogar.com/coca-cola-original-354-ml.html,,,"[""FEMSA_XELA_GT""]",,,configurable,,"Catalog, Search",,In stock,9999,354 ml,Aluminio,Coca-Cola,Original
2291,Coca-Cola Original 354 ml 12 Pack,"58, 59, 266, 320",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/167968_1.png,,https://www.coca-colaentuhogar.com/coca-cola-original-354-ml.html,,,"[""ANTIGUA_FEMSA_GT"", ""FEMSA_XELA_GT"", ""guatemala""]",,,simple,2288,Not Visible Individually,12 Pack,In stock,9999,354 ml,Aluminio,Coca-Cola,Original
2294,Coca-Cola Original Del Valle Fresh 3 L,"58, 59, 251, 308, 320, 356",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/163661.png,,https://www.coca-colaentuhogar.com/coca-cola-original-del-valle-fresh-3-l.html,,,,,,configurable,,"Catalog, Search",,,,3 L,PET,Coca-Cola,Original
2297,Coca-Cola Original Del Valle Fresh 3 L 6 Pack,"58, 59, 320, 356",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/163661_1.png,,https://www.coca-colaentuhogar.com/coca-cola-original-del-valle-fresh-3-l.html,,,"[""ANTIGUA_FEMSA_GT"", ""guatemala""]",,,simple,2294,Not Visible Individually,6 Pack,In stock,9999,3 L,PET,Coca-Cola,Original
2300,Coca-Cola Original Sprite 2 L,"58, 59, 248, 251, 266, 269, 275, 320, 329",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/162397.png,,https://www.coca-colaentuhogar.com/coca-cola-original-sprite-2-l.html,,,,,,configurable,,"Catalog, Search",,,,2 L,PET,Coca-Cola,Original
2303,Coca-Cola Original Sprite 2 L 6 Pack,"58, 59, 248, 251, 275, 320, 329",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/162397_1.png,,https://www.coca-colaentuhogar.com/coca-cola-original-sprite-2-l.html,,,"[""FEMSA_XELA_GT""]",,,simple,2300,Not Visible Individually,6 Pack,In stock,9999,2 L,PET,Coca-Cola,Original
2306,Powerade Frutas 600ml,"101, 251, 314, 362, 607, 658, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/167028.png,,https://www.coca-colaentuhogar.com/powerade-frutas-600-ml.html,,,,,,configurable,,"Catalog, Search",,,,600 ml,PET,Powerade,Frutas
2309,Powerade Frutas 600 ml 12 Pack,"101, 125, 126, 362, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/167028_1.png,,https://www.coca-colaentuhogar.com/powerade-frutas-600-ml.html,,,"[""ANTIGUA_FEMSA_GT"", ""FEMSA_XELA_GT"", ""guatemala"", ""panama""]",,,simple,2306,Not Visible Individually,12 Pack,In stock,9999,600 ml,PET,Powerade,Frutas
2312,Energizante Monster Khaos Juice 473 ml,"251, 311, 359, 607, 655, 1164, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/163248.png,,https://www.coca-colaentuhogar.com/energizante-monster-khaos-juice-473-ml.html,,,,,,configurable,,"Catalog, Search",,,,473 ml,Aluminio,Monster,Khaos Juice
2315,Energizante Monster Khaos Juice 473 ml 24 Pack,"1164, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/163248_1.png,,https://www.coca-colaentuhogar.com/energizante-monster-khaos-juice-473-ml.html,,,"[""panama""]",,,simple,2312,Not Visible Individually,24 Pack,In stock,24,473 ml,Aluminio,Monster,Khaos Juice
2318,Bebida Energizante Monster Energy 473 ml 24 Pack,"121, 129, 1164, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/163244_1.png,,https://www.coca-colaentuhogar.com/bebida-energizante-monster-energy-473-ml.html,,,"[""panama""]",,Monster Energy 473 ml ,simple,578,Not Visible Individually,24 Pack,In stock,24,473 ml,Aluminio Lean Can,Monster,Original
2321,Bebida Energetica Monster Energy Mango Loco 473 ml 24 Pack,"1164, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/163802_1.png,,https://www.coca-colaentuhogar.com/bebida-energetica-monster-energy-mango-loco-473-ml-aluminio.html,,,"[""panama""]",,Monster Energy Mango Loco 473 ml,simple,471,Not Visible Individually,24 Latas,In stock,24,473 ml,Aluminio,Monster,Mango
2330,Powerade Avalancha Azul 600 ml 12 Pack,"101, 314, 362, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/1/6/167003_2.png,,https://www.coca-colaentuhogar.com/powerade-avalancha-azul-600-ml.html,,,"[""ANTIGUA_FEMSA_GT"", ""FEMSA_XELA_GT"", ""guatemala"", ""panama""]",,,simple,2225,Not Visible Individually,12 Pack,In stock,9999,600 ml,PET,Powerade,Avalancha
2333,Seagrams 2 L 6 Pack,"61, 275, 347",,https://www.coca-colaentuhogar.com/media/catalog/product/s/h/shala-orig-nor-pet-2l-6pz_1.png,,https://www.coca-colaentuhogar.com/seagrams-2-l.html,,,"[""ANTIGUA_FEMSA_GT"", ""FEMSA_XELA_GT"", ""guatemala""]",,,simple,2066,Not Visible Individually,6 Pack,In stock,9999,2 L,PET,Seagrams,Original
2336,Agua Purificada Ciel Garrafon de 19 L Retornable 1 Garrafon,"61, 62",,https://www.coca-colaentuhogar.com/media/catalog/product/y/d/ydray-garrafon-ciel-19l-lleno_2_.jpg,,https://www.coca-colaentuhogar.com/agua-purificada-ciel-garrafon-de-19-l-retornable-1.html,,,"[""c46"", ""c47""]",,,simple,2339,Not Visible Individually,1 Garrafon,In stock,99956,19 L,PET,Ciel,Natural
2339,Agua Purificada Ciel Garrafon de 19 L Retornable,"61, 62",,https://www.coca-colaentuhogar.com/media/catalog/product/y/d/ydray-garrafon-ciel-19l-lleno_2__1.jpg,,https://www.coca-colaentuhogar.com/agua-purificada-ciel-garrafon-de-19-l-retornable-1.html,,,,,,configurable,,"Catalog, Search",,,,19 L,PET,Ciel,Natural
2345,Powerade Ion 4 Sabor Lima-Limon 1 L 1 Botella,"101, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/5/9/599_powerade-ion4-lima-limon-1-l-botella-pet_3_1.jpg,,https://www.coca-colaentuhogar.com/powerade-ion-4-lima-limon-1-l.html,,,"[""c27""]",,Powerade Ion 4 Lima Limon 1 L 1 botella,simple,8804,Not Visible Individually,1 Botella,In stock,9999,1 L,PET,Powerade,Lima-Limon
2348,Nectar Del Valle Sabor Pina 1 L 1 Botella,"81, 83",,https://www.coca-colaentuhogar.com/media/catalog/product/d/e/del_vale_pina_1_2.png,,https://www.coca-colaentuhogar.com/nectar-del-valle-sabor-pi-a-1-ml.html,,,"[""c27""]",,,simple,1549,Not Visible Individually,1 Botella,In stock,9997,1 L,PET,Del Valle,Pina
2351, Refresco Yoli Sabor Limon 2.5L,"58, 60, 125, 126",,https://www.coca-colaentuhogar.com/media/catalog/product/y/o/yoli-2l_1__1.png,,https://www.coca-colaentuhogar.com/refresco-yoli-sabor-limon-2-5l.html,,,,,,configurable,,"Catalog, Search",,,,2.5 L,PET,,
2357,"Paquete de 2 Garrafones (liquido) de Agua Purificada Ciel 20L, Paquete de Coca-Cola Original 355ml y Del Valle Frut Citrus 2L","121, 125, 126, 1178",,https://www.coca-colaentuhogar.com/media/catalog/product/c/c/cceth-bundle-octubre-kof-vasos.png,,https://www.coca-colaentuhogar.com/paquete-de-2-garrafones-liquido-de-agua-purificada-ciel-20l-paquete-de-coca-cola-original-355ml-y-del-valle-frut-citrus-2l.html,,,,,,configurable,,"Catalog, Search",,,,,,,
2366,Energizante Monster Green 473 ml 6 Pack,"121, 129, 359, 1164, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/5/6/567_monster-lata-aluminio_3.jpeg,,https://www.coca-colaentuhogar.com/bebida-energizante-monster-energy-473-ml.html,,,"[""ANTIGUA_FEMSA_GT"", ""FEMSA_XELA_GT"", ""guatemala"", ""panama""]",,,simple,578,Not Visible Individually,6 Pack,In stock,9999,473 ml,Aluminio,Monster,Green
2369,Energizante Monster Zero Ultra 473 ml 6 Pack,"359, 1164, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/z/e/zeroultra.png,,https://www.coca-colaentuhogar.com/bebida-energetica-monster-energy-zero-ultra-473-ml.html,,,"[""ANTIGUA_FEMSA_GT"", ""FEMSA_XELA_GT"", ""guatemala""]",,,simple,1092,Not Visible Individually,6 Pack,In stock,9999,473 ml,Aluminio,Monster,Zero Ultra
2372,Energizante Monster Khaos Juice 473 ml 6 Pack,"359, 1164, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/k/h/khaos.png,,https://www.coca-colaentuhogar.com/energizante-monster-khaos-juice-473-ml.html,,,"[""ANTIGUA_FEMSA_GT"", ""FEMSA_XELA_GT"", ""guatemala""]",,,simple,2312,Not Visible Individually,6 Pack,In stock,9999,473 ml,Aluminio,Monster,Khaos Juice
2378,Mini lata mixto 237 ml con Fresca,"58, 60, 251, 266, 269, 320, 329, 341",,https://www.coca-colaentuhogar.com/media/catalog/product/8/0/8002_1.png,,https://www.coca-colaentuhogar.com/mini-lata-mixto-237-ml-con-fresca.html,,,,,,configurable,,"Catalog, Search",,,,237 ml,Aluminio,Fresca,Mixto
2381,Mini lata mixto 237 ml con Fresca 8 Pack,"58, 60, 248, 320, 329, 341",,https://www.coca-colaentuhogar.com/media/catalog/product/8/0/8002.png,,https://www.coca-colaentuhogar.com/mini-lata-mixto-237-ml-con-fresca.html,,,"[""ANTIGUA_FEMSA_GT"", ""FEMSA_XELA_GT"", ""guatemala""]",,,simple,2378,Not Visible Individually,8 Pack,In stock,9999,237 ml,Aluminio,Fresca,Mixto
2384,Energizante Monster Energy Low Carb 473 ml 6 Pack,"359, 1164, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/l/o/locarb.png,,https://www.coca-colaentuhogar.com/bebida-energetica-monster-energy-lo-carb-473-ml-aluminio.html,,,"[""ANTIGUA_FEMSA_GT"", ""FEMSA_XELA_GT"", ""guatemala""]",,Monster Energy Low Cab 473 ml,simple,728,Not Visible Individually,6 Pack,In stock,9999,473 ml,Aluminio,Monster,Lo Carb
2390,Agua Mineral Taxco 2 L,"61, 63, 125, 126",,https://www.coca-colaentuhogar.com/media/catalog/product/a/g/agua-taxco-2l_1_.png,,https://www.coca-colaentuhogar.com/agua-mineral-taxco-2-l.html,,,,,,configurable,,"Catalog, Search",,,,2 L,PET,Taxco,
2393,Agua Mineral Taxco 2 L 9 Botellas,"61, 63, 125, 126",,https://www.coca-colaentuhogar.com/media/catalog/product/a/g/agua-taxco-2l_1__1.png,,https://www.coca-colaentuhogar.com/agua-mineral-taxco-2-l.html,,,"[""c104""]",,,simple,2390,Not Visible Individually,9 Botellas,In stock,9999994,2 L,PET,Taxco,
2396,Agua Mineral Taxco 1 L,"61, 63, 125, 126",,https://www.coca-colaentuhogar.com/media/catalog/product/a/g/agua-taxco-1l_1_.png,,https://www.coca-colaentuhogar.com/agua-mineral-taxco-1-l.html,,,,,,configurable,,"Catalog, Search",,,,1 L,PET,Taxco,
2405,Nectar Del Valle Sabor Durazno 250 ml 8 Tetra Bricks,"81, 83",,https://www.coca-colaentuhogar.com/media/catalog/product/d/e/del_valle_durazno_250_ml.png,,https://www.coca-colaentuhogar.com/nectar-del-valle-sabor-durazno-250-ml-carton.html,,,"[""c101"", ""c102"", ""c103"", ""c105"", ""c106"", ""c107"", ""c108"", ""c110"", ""c111"", ""c112"", ""c113"", ""c114"", ""c115"", ""c116"", ""c117"", ""c118"", ""c120"", ""c121"", ""c122"", ""c123"", ""c124"", ""c125"", ""c126"", ""c127"", ""c128"", ""c130"", ""c131"", ""c133"", ""c134"", ""c135"", ""c60"", ""c61"", ""c91"", ""c93"", ""c94"", ""c95"", ""c97"", ""c98"", ""c99""]",,Del Valle Jugo de Durazno 250 ml a domicilio ,simple,337,Not Visible Individually,8 Tetra Bricks,In stock,9999969,250 ml,Carton,Del Valle,Durazno
2420,"Paquete de Ciel Garrafon (liquido), Coca-Cola Original 600ml, Santa Clara Entera 1L = 1 Dispensador por $90","121, 125, 126, 1178",,https://www.coca-colaentuhogar.com/media/catalog/product/c/c/cceth-bundle-octubre-kof-dispensador.png,,https://www.coca-colaentuhogar.com/paquete-de-ciel-garrafon-liquido-coca-cola-original-600ml-santa-clara-entera-1l-1-dispensador-gratis.html,,,,,,configurable,,"Catalog, Search",,,,20 L,PET,Ciel,
2440,Bebida Energetica Monster Hamilton 473 ml,"125, 126, 1164, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/m/o/monster-hamilton.jpg,,https://www.coca-colaentuhogar.com/bebida-energetica-monster-hamilton-473-ml.html,,,,,,configurable,,"Catalog, Search",,,,473 ml,Aluminio,Monster,
2443,Bebida Energetica Monster Hamilton 473 ml 4 Latas,"125, 126, 1164, 1167",,https://www.coca-colaentuhogar.com/media/catalog/product/m/o/monster-hamilton_1.jpg,,https://www.coca-colaentuhogar.com/bebida-energetica-monster-hamilton-473-ml.html,,,"[""c128"", ""c135"", ""c99""]",,,simple,2440,Not Visible Individually,4 Latas,In stock,9999998,473 ml,Aluminio,Monster,Uva
2463,Refresco Coca-Cola 300 ml 24 Botellas,"58, 59",,https://www.coca-colaentuhogar.com/media/catalog/product/1/5/156_coca-cola-300-ml-botella-pet-12p_2_1.jpg,,https://www.coca-colaentuhogar.com/refresco-coca-cola-300-ml-pet.html,,,"[""c60"", ""c61""]",,Coca-Cola Original 300 ml 24 Botellas,simple,922,Not Visible Individually,24 Botellas,In stock,9982,300 ml,PET,Coca-Cola,
2466,Paquete de Ciel 5L y Lechita Santa Clara de Capuccino 200ml,"121, 125, 126, 1178",,https://www.coca-colaentuhogar.com/media/catalog/product/c/c/cceth-bundle-1_1.jpg,,https://www.coca-colaentuhogar.com/paquete-de-ciel-5l-y-lechita-santa-clara-de-capuccino-200ml.html,,,,,,configurable,,"Catalog, Search",,,,5 L,PET,Ciel,
2484,"Paquete de Garrafon (Liquido) de 20L, Santa Clara Entera 1L, Coca-Cola Original 355ml = 1 Dispensador por $90 ","121, 125, 126, 1178",,https://www.coca-colaentuhogar.com/media/catalog/product/c/c/cceth-bundle-hs--dispensador---ciel-_-scentera.jpg,,https://www.coca-colaentuhogar.com/paquete-de-garrafon-liquido-de-20l-santa-clara-1l-coca-cola-original-355ml-1-dispensador-por-90.html,,,,,,configurable,,"Catalog, Search",,,,20 L,PET,Ciel,
2493,"Paquete de Garrafon (Liquido) de 20L, Santa Clara Deslactosada 1L, Coca-Cola Original 355ml = 1 Dispensador por $90","121, 125, 126, 1178",,https://www.coca-colaentuhogar.com/media/catalog/product/c/c/cceth-bundle-hs--dispensador---ciel-_-scdeslac.jpg,,https://www.coca-colaentuhogar.com/paquete-de-garrafon-liquido-de-20l-santa-clara-deslactosada-1l-coca-cola-original-355ml-1-dispensador-por-90-1-botella-6-tetra-bricks-y-12-botellas.html,,,,,,configurable,,Not Visible Individually,,,,20 L,PET,Ciel,
2499,Paquete de Ciel Garrafon (Liquido) y Santa Clara Light 1L,"121, 125, 126, 1178",,https://www.coca-colaentuhogar.com/media/catalog/product/c/c/cceth-bundle-garrafon-light.jpg,,https://www.coca-colaentuhogar.com/paquete-de-ciel-garrafon-liquido-y-santa-clara-light-1l.html,,,,,,configurable,,"Catalog, Search",,,,20 L,PET,Ciel,
2505,"Paquete de Ciel Garrafon (Liquido), Santa Clara Entera 1L, Del Valle Mango 1L y Coca-Cola Original 600ml","121, 125, 126, 1178",,https://www.coca-colaentuhogar.com/media/catalog/product/c/c/cceth-bundle-hs--_50--ciel-_-scentera.jpg,,https://www.coca-colaentuhogar.com/paquete-de-ciel-garrafon-liquido-santa-clara-entera-1l-del-valle-mango-1l-y-coca-cola-original-600ml.html,,,,,,configurable,,"Catalog, Search",,,,20 L,PET,Ciel,
2517,"Paquete de Ciel Garrafon (Liquido), Santa Clara Deslactosada 1L , Del Valle Mango 1L y Coca-Cola Original 600ml","121, 125, 126, 1178",,https://www.coca-colaentuhogar.com/media/catalog/product/c/c/cceth-bundle-hs--_50--ciel-_-scdeslactosada.jpg,,https://www.coca-colaentuhogar.com/paquete-de-ciel-garrafon-liquido-santa-clara-deslactosada-1l-del-valle-mango-1l-y-coca-cola-original-600ml-html.html,,,,,,configurable,,"Catalog, Search",,,,20 L,PET,Ciel,
2523,"Paquete de Ciel 5L, Santa Clara Lechita de Chocolate 200ml y Del Valle Durazno 1L","121, 1178",,https://www.coca-colaentuhogar.com/media/catalog/product/c/c/cceth-bundle-1-2.jpg,,https://www.coca-colaentuhogar.com/paquete-de-ciel-5l-santa-clara-lechita-de-chocolate-200ml-y-del-valle-durazno-1l.html,,,,,,configurable,,"Catalog, Search",,,,5 L,PET,Ciel,
2532,"Paquete de Ciel 5L, Santa Clara Lechita de Fresa 200ml y Del Valle Durazno 1L","121, 125, 126, 1178",,https://www.coca-colaentuhogar.com/media/catalog/product/c/c/cceth-bundle-1-3.jpg,,https://www.coca-colaentuhogar.com/paquete-de-ciel-5l-santa-clara-lechita-de-fresa-200ml-y-del-valle-durazno-1l.html,,,,,,configurable,,"Catalog, Search",,,,5 L,PET,Ciel,
2547,Refresco Coca-Cola Sin Azucar Retornable 2.5 L,"58, 125, 126, 1161",,https://www.coca-colaentuhogar.com/media/catalog/product/7/_/7_501055__368587__03.jpg,,https://www.coca-colaentuhogar.com/coccolsinazu-sinazuc.html,,,,,,configurable,,"Catalog, Search",,,,2.5 L,PET,Coca-Cola sin Azucar,
2553,Refresco Fresca Sabor Toronja 2.5 L,"58, 60, 125, 126",,https://www.coca-colaentuhogar.com/media/catalog/product/7/_/7_501055__368631__03z.jpg,,https://www.coca-colaentuhogar.com/refresco-fresca-sabor-toronja-2-5-l.html,,,,,,configurable,,"Catalog, Search",,,,2.5 L,PET,Fresca,
2562,Refresco Coca-Cola 2 L Retornable 9 Botellas,"58, 59",,https://www.coca-colaentuhogar.com/media/catalog/product/c/m/cmx-89_product_shots_01_4_2.png,,https://www.coca-colaentuhogar.com/refresco-coca-cola-2-l-retornable-pet.html,,,"[""c100"", ""c104"", ""c106"", ""c111"", ""c120"", ""c121"", ""c129"", ""c91"", ""c92"", ""c93""]",,,simple,789,Not Visible Individually,9 Botellas,In stock,9999861,2 L,PET,Coca-Cola,Original
2574,Refresco Sidral Mundet Sabor Manzana 2.5 L,"58, 60, 85",,https://www.coca-colaentuhogar.com/media/catalog/product/m/u/mundet-manzana-pnr-2.5l_4.png,,https://www.coca-colaentuhogar.com/sidmun-manz-ret-pet-2-5l-8-botellas.html,,,,,Sidral Mundet 2.5 L,configurable,,"Catalog, Search",,,,2.5 L,PET,Sidral Mundet,Manzana
2580,Refresco Coca-Cola Light 600 ml 12 Botellas,"58, 125, 126, 1161",,https://www.coca-colaentuhogar.com/media/catalog/product/c/o/coca-cola-light-pnr-600ml_7.png,,https://www.coca-colaentuhogar.com/refresco-coca-cola-light-600-ml-pet.html,,,"[""c02"", ""c100"", ""c101"", ""c102"", ""c103"", ""c105"", ""c106"", ""c107"", ""c108"", ""c110"", ""c111"", ""c112"", ""c113"", ""c114"", ""c115"", ""c116"", ""c117"", ""c118"", ""c119"", ""c120"", ""c121"", ""c122"", ""c123"", ""c125"", ""c126"", ""c127"", ""c128"", ""c129"", ""c130"", ""c131"", ""c133"", ""c135"", ""c26"", ""c28"", ""c29"", ""c30"", ""c31"", ""c33"", ""c34"", ""c36"", ""c38"", ""c39"", ""c40"", ""c41"", ""c42"", ""c43"", ""c46"", ""c47"", ""c48"", ""c60"", ""c61"", ""c91"", ""c92"", ""c93"", ""c94"", ""c95"", ""c96"", ""c97"", ""c98"", ""c99""]",,Coca-Cola Light 600 ml ,simple,242,Not Visible Individually,12 Botellas,In stock,99999,600 ml,PET,Coca-Cola Light,Light
2621,Refresco Sidral Mundet Sabor Manzana Durazno 2.5 L,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/productno_selection,,https://www.coca-colaentuhogar.com/refresco-sidral-mundet-sabor-manzana-durazno-2-5-l.html,,,,,,configurable,,"Catalog, Search",,,,2.5 L,PET,Sidral Mundet,Manzana Durazno
2627,Refresco Sidral Mundet Sabor Manzana 1.5 L,60,,https://www.coca-colaentuhogar.com/media/catalog/product/m/u/mundet_15.jpg,,https://www.coca-colaentuhogar.com/refresco-sidral-mundet-sabor-manzana-1-5-l.html,,,,,,configurable,,"Catalog, Search",,,,1.5 L,PET,Sidral Mundet,Manzana
2681,Refresco Fresca Sabor Toronja 1.5 L,60,,,,https://www.coca-colaentuhogar.com/refresco-fresca-sabor-toronja-1-5-l.html,,,,,,configurable,,"Catalog, Search",,,,1.5 L,PET,Fresca,Toronja
2687,Refresco Fresca Sabor Toronja 1.75 L,60,,https://www.coca-colaentuhogar.com/media/catalog/product/f/r/fresca_1-75l.jpg,,https://www.coca-colaentuhogar.com/refresco-fresca-sabor-toronja-1-75-l.html,,,,,,configurable,,"Catalog, Search",,,,1.75 L,PET,Fresca,Toronja
2723,Refresco Fanta Sabor Naranja 1.5 L,"58, 60",,https://www.coca-colaentuhogar.com/media/catalog/product/k/o/komx_mx_fanta_naranja_1.5l_bu_seco_front_1020_1.png,,https://www.coca-colaentuhogar.com/refresco-fanta-sabor-naranja-1-5-l.html,,,,,,configurable,,"Catalog, Search",,,,1.5 L,PET,Fanta,Naranja
2729,Refresco Fanta Sabor Naranja 1.75 L 8 Botellas,60,,,,https://www.coca-colaentuhogar.com/refresco-fanta-sabor-naranja-1-75-l-8-botellas.html,,,,,,configurable,,"Catalog, Search",,,,1.75 L,PET,Fanta,Naranja
2732,Refresco Fanta Sabor Naranja 1.75 L 8 Botellas,60,,https://www.coca-colaentuhogar.com/media/catalog/product/_/t/_thumb_571233.png,,https://www.coca-colaentuhogar.com/refresco-fanta-sabor-naranja-1-75-l-8-botellas.html,,,"[""c34"", ""c40"", ""c41""]",,,simple,2729,Not Visible Individually,8 Botellas,In stock,99999,1.75 L,PET,Fanta,Naranja
2741,Refresco Delaware Punch Sabor uva 250 ml,"58, 60, 85",,https://www.coca-colaentuhogar.com/media/catalog/product/d/e/delaware-punch-botella-250ml_2_1.jpg,,https://www.coca-colaentuhogar.com/refresco-delaware-punch-sabor-uva-250-ml.html,,,,,,configurable,,"Catalog, Search",,,,250 ml,PET,Delaware Punch,Uva
2744,Refresco Delaware Punch Sabor uva 250 ml 12 Botella,"58, 60, 85",,https://www.coca-colaentuhogar.com/media/catalog/product/d/e/delaware-punch-botella-250ml_2.jpg,,https://www.coca-colaentuhogar.com/refresco-delaware-punch-sabor-uva-250-ml.html,,,"[""c101"", ""c102"", ""c105"", ""c106"", ""c108"", ""c112"", ""c113"", ""c115"", ""c117"", ""c127"", ""c135"", ""c26"", ""c28"", ""c29"", ""c30"", ""c31"", ""c32"", ""c33"", ""c35"", ""c50"", ""c93"", ""c98"", ""c99""]",,,simple,2741,Not Visible Individually,12 Botellas,In stock,9999868,250 ml,PET,Delaware Punch,Uva
2747,Refresco Coca-Cola Light 500 ml Vidrio No Retornable,1161,,https://www.coca-colaentuhogar.com/media/catalog/product/k/o/komx_mx_ccl_500ml_vnr_seco_front_1121.jpg,,https://www.coca-colaentuhogar.com/refresco-coca-cola-light-500-ml-no-retornable.html,,,,,,configurable,,"Catalog, Search",,,,500 ml,Vidrio,Coca-Cola Light,Light
2750,Refresco Coca-Cola Light 500 ml Vidrio No Retornable 24 Botellas,1161,,https://www.coca-colaentuhogar.com/media/catalog/product/k/o/komx_mx_ccl_500ml_vnr_seco_front_1121_1_1.jpg,,https://www.coca-colaentuhogar.com/refresco-coca-cola-light-500-ml-no-retornable.html,,,"[""c28"", ""c29"", ""c30"", ""c31"", ""c32"", ""c33"", ""c50""]",,,simple,2747,Not Visible Individually,24 PZ,In stock,99999,500 ml,Vidrio,Coca-Cola Light,Light
2756,Refresco Coca-Cola Sin Azucar 500 ml No Retornable,"58, 1161",,,,https://www.coca-colaentuhogar.com/refresco-coca-cola-sin-azucar-500-ml-no-retornable.html,,,,,,configurable,,"Catalog, Search",,,,500 ml,Vidrio,Coca-Cola sin Azucar,Sin Azucar
